epoch,stage,G_Total,G_GAN,G_L1,G_Perceptual,G_Gradient,D_Total,D_Real,D_Fake,GP_Loss,D_Grad_Norm,D_Real_Mean,D_Fake_Mean,D_Real_Std,D_Fake_Std,Batch_Count
23,Stage1-Basic,8.278255188718756,0.694393700741707,7.583861472758841,0.0,0.0,0.7196753944488282,0.0,0.0,0.002557334306402481,18.573377571509223,0.031377985106256015,0.031146421827910904,0.13012452368089494,0.12962708657884853,188
24,Stage1-Basic,8.30851753468209,0.6942711837114172,7.614246350653628,0.0,0.0,0.7173623550445476,0.0,0.0,0.002325988116044368,17.162363063174766,0.024579279164367532,0.024432737037212528,0.12785497565377266,0.12739628283901416,188
25,Stage1-Basic,8.254131218220325,0.6943318539477409,7.55979936934532,0.0,0.0,0.7205886485728812,0.0,0.0,0.002648659652279209,18.505022859201713,0.016364954063975985,0.01620198183933253,0.1287899593565058,0.12834117125640523,188
26,Stage1-Basic,8.193276608243902,0.6943059589000459,7.498970665830247,0.0,0.0,0.7190790556846781,0.0,0.0,0.0025003832931186944,18.230615842161885,0.03238824266752109,0.032222762978833884,0.12625759519002538,0.12574835240523866,188
27,Stage1-Basic,8.209819874864943,0.6943050762440296,7.515514807498201,0.0,0.0,0.7200175872508515,0.0,0.0,0.002593928335741982,18.252424437764887,0.02023120556878758,0.020083394861393707,0.12602286322161238,0.12555099770109704,188
28,Stage1-Basic,8.08976320510215,0.694247211547608,7.395516007504565,0.0,0.0,0.716756709712617,0.0,0.0,0.002273003141647465,17.59552717934638,0.0006712242363991731,0.0005065446330650531,0.1252192829517608,0.12477217697875297,188
29,Stage1-Basic,8.06505260568984,0.6942210986893228,7.370831479417517,0.0,0.0,0.7158313032160414,0.0,0.0,0.002183252910401008,17.673307186826122,0.024986582026727735,0.024838900947794715,0.12381769653330459,0.1233816671957995,188
30,Stage1-Basic,8.072291617697857,0.6941854630378966,7.378106145148582,0.0,0.0,0.7161064950075555,0.0,0.0,0.0022118647076685522,17.847529124141175,0.0060034443028617965,0.0058441805180182,0.12403073756301657,0.1236283078472665,188
31,Stage1-Basic,8.02354780917472,0.6941960178157116,7.329351808162445,0.0,0.0,0.7125696187957804,0.0,0.0,0.001864808850981756,15.40881851746897,0.004182107809762609,0.003940770547450619,0.123337993517201,0.12291845326569487,188
32,Stage1-Basic,8.012626412067007,0.6941522718109983,7.318474150718527,0.0,0.0,0.7146207141749402,0.0,0.0,0.002064832960465363,16.457426975158533,0.009598677426804491,0.009445606500524631,0.12340871918391674,0.12299505942203898,188
33,Stage1-Basic,7.943555486963151,0.6941643899425547,7.2493911119217564,0.0,0.0,0.7181757583897165,0.0,0.0,0.0024205295285742554,17.63090704005111,0.008006640224459958,0.007845525294195544,0.12262937810985332,0.12217650891460002,188
34,Stage1-Basic,7.9329686494583775,0.6942038796049483,7.2387647755602575,0.0,0.0,0.7116460743102622,0.0,0.0,0.0017770646373003517,14.589547017711444,-0.0005784542089268724,-0.0008384408899880153,0.1220047605877861,0.12154795395884108,188
35,Stage1-Basic,7.910088072431848,0.6942334945531602,7.215854583902562,0.0,0.0,0.7123945659779488,0.0,0.0,0.0018488860806679982,15.071775498074071,0.002193516057153094,0.0019380806913064357,0.12182591280880127,0.12143246492648378,188
36,Stage1-Basic,7.864778668322462,0.6941198259592056,7.170658847118946,0.0,0.0,0.711369312189995,0.0,0.0,0.0017484196369162207,15.21057415292768,-0.014554105530631668,-0.01475139119677206,0.12081189291115771,0.12040353506962036,188
37,Stage1-Basic,7.845106292278208,0.6941356126298296,7.150970679648379,0.0,0.0,0.7122101010160243,0.0,0.0,0.001836572622468861,14.684251255893505,-0.01960464696489037,-0.01987515932365142,0.11971758714223162,0.11931438593471304,188
38,Stage1-Basic,7.872000975811735,0.6941273199751022,7.177873667250288,0.0,0.0,0.7129013963202213,0.0,0.0,0.0019067638496245366,15.927000586779348,-0.03135938779574799,-0.0316066712046914,0.11876626962676962,0.11834749226715971,188
39,Stage1-Basic,7.749008064574384,0.6940889983101094,7.054919062776769,0.0,0.0,0.7111117227914485,0.0,0.0,0.001725153648100999,14.675558311521655,-0.021525888957647964,-0.02171341051654692,0.11815112777688402,0.11766735131436205,188
40,Stage1-Basic,7.72539717085818,0.6940800062519439,7.031317168093742,0.0,0.0,0.7125389883492855,0.0,0.0,0.0018716480983826803,15.074287288481468,-0.02312000418834864,-0.023339569257780354,0.11892400075622062,0.11846162517495612,188
41,Stage1-Basic,7.697566986083984,0.6940853015539494,7.003481679774345,0.0,0.0,0.7104745548456273,0.0,0.0,0.0016664208554349434,14.891317464233486,-0.03206243813830487,-0.032272656279754765,0.11828403935787525,0.11787039968878665,188
42,Stage1-Basic,7.651380336031001,0.6940134357898793,6.957366910386593,0.0,0.0,0.710025338099358,0.0,0.0,0.0016209598747314266,14.245612141946971,-0.03546874534135605,-0.03564405908183928,0.11703861473088568,0.11666305077836868,188
43,Stage1-Basic,7.583478717093772,0.6940439815850968,6.889434728216617,0.0,0.0,0.7083064431839801,0.0,0.0,0.0014545736591784627,13.48982905391806,-0.058264935983622326,-0.05851855149809668,0.11729991610379929,0.11689367898284121,188
44,Stage1-Basic,7.632886282941128,0.6940308755382578,6.938855396940353,0.0,0.0,0.7089027036377724,0.0,0.0,0.0015165285434550048,12.853349278724481,-0.041850009279206714,-0.042132373230452554,0.11436975188553333,0.11407156728525111,188
45,Stage1-Basic,7.558662848269686,0.6940450230811505,6.864617824554443,0.0,0.0,0.7127822165159469,0.0,0.0,0.0019033759296128645,15.151611028674614,-0.04565421287886838,-0.04589492200249608,0.11525572943402097,0.11488098540204636,188
46,Stage1-Basic,7.551425682737472,0.6939779034954436,6.857447799215925,0.0,0.0,0.7091829795786675,0.0,0.0,0.0015385314384710658,14.036867639098386,-0.035344386403944265,-0.03547923300821493,0.1129462432433316,0.112527589690178,188
47,Stage1-Basic,7.459839833543656,0.6940090707007874,6.765830757770132,0.0,0.0,0.7104363457319585,0.0,0.0,0.0016680798779661733,14.322428106364502,-0.028135924445257147,-0.02835342444434881,0.11274261812263346,0.11236965291677638,188
48,Stage1-Basic,7.427663813246057,0.6940288622962668,6.733634963948676,0.0,0.0,0.7098228690472055,0.0,0.0,0.001609359826188859,13.58621527225868,-0.038171400816397784,-0.03841836714096605,0.11227750564192204,0.11183061938178032,188
49,Stage1-Basic,7.419860304670131,0.69399741513932,6.725862883506937,0.0,0.0,0.7078029281915502,0.0,0.0,0.001406949313179134,12.53811127025303,-0.03892805529362027,-0.03915021983916534,0.11209092958969005,0.11176415992544052,188
50,Stage1-Basic,7.430012302195772,0.6939582304751619,6.736054060306955,0.0,0.0,0.708672045076147,0.0,0.0,0.0014961298969516995,13.149787182512162,-0.04145120043911912,-0.04169945901958272,0.11189745980849926,0.11158875736625905,188
51,Stage1-Basic,7.327117869194518,0.6940106952444036,6.633107167609195,0.0,0.0,0.7067942387880163,0.0,0.0,0.0013134515500186875,12.036934213947381,-0.03731907438115276,-0.037657649650119564,0.10965290812260294,0.1093599593385737,188
52,Stage1-Basic,7.344883665125421,0.6939504460451451,6.650933217495046,0.0,0.0,0.7060507580320886,0.0,0.0,0.0012343481937139276,11.96817849649429,-0.05042858959046846,-0.0506459712719624,0.10979525114786118,0.10942421330416456,188
53,Stage1-Basic,7.294477886341988,0.693974292658745,6.600503604462806,0.0,0.0,0.7108860053914658,0.0,0.0,0.0017176642843278775,13.691082434182912,-0.04764756984374625,-0.047917690069880337,0.11124753298119028,0.11088657232516623,188
54,Stage1-Basic,7.223352201441501,0.6939439237751859,6.529408269740165,0.0,0.0,0.7090451244978194,0.0,0.0,0.001533310249911626,13.078604271844585,-0.05658694286830723,-0.056792594224927904,0.11207951502280032,0.11177715100347996,188
55,Stage1-Basic,7.230233732690203,0.6939550413096205,6.5362787018430994,0.0,0.0,0.7075547097211189,0.0,0.0,0.0013847424480310168,12.790917740184957,-0.05086320856625729,-0.05108114870938849,0.111699654740539,0.11137515932638595,188
56,Stage1-Basic,7.189339581956255,0.6938959772282458,6.495443607898468,0.0,0.0,0.7045930896667724,0.0,0.0,0.0010931376037525355,11.128577886853105,-0.059257872452206435,-0.05951385696398768,0.11018138097480257,0.10984338819980621,188
57,Stage1-Basic,7.169125660936883,0.6938898839215015,6.475235802062015,0.0,0.0,0.7079021033454449,0.0,0.0,0.001421706288888248,12.412005083640814,-0.040496821210600754,-0.04072340623292319,0.10963207863746806,0.10928873333366627,188
58,Stage1-Basic,7.174825853489815,0.6939367566336977,6.480889114927738,0.0,0.0,0.7082426671652083,0.0,0.0,0.0014565767128550896,12.395270493066278,-0.04421936451863656,-0.04449927337601424,0.11080073846622984,0.11044389873426011,188
59,Stage1-Basic,7.1079235989996725,0.6939120616050477,6.414011541833269,0.0,0.0,0.7064641168776978,0.0,0.0,0.0012763973733486405,11.969910565316807,-0.04793835221789777,-0.048129439740342665,0.1104964479962562,0.11010261244596319,188
60,Stage1-Basic,7.076728658473238,0.6939046392415432,6.382824020182833,0.0,0.0,0.7079459787049192,0.0,0.0,0.0014252603182382138,12.068908133237764,-0.044026254431067155,-0.04423238831928911,0.10914346643109271,0.1088065476097325,188
61,Stage1-Basic,7.111119455479561,0.6939135463313854,6.417205906928854,0.0,0.0,0.7062816721327762,0.0,0.0,0.00126351052359554,11.471386686659088,-0.05384317944519856,-0.0541304492768138,0.10926815740605618,0.10899377764856562,188
62,Stage1-Basic,7.0244991551054285,0.6938749881500893,6.330624156809868,0.0,0.0,0.7066833097883995,0.0,0.0,0.0012986714768014784,11.777539978207983,-0.04982677075338173,-0.04999584438120748,0.10962446925646448,0.10921160064320615,188
63,Stage1-Basic,7.004509200441077,0.6938895389754721,6.310619683975869,0.0,0.0,0.7067481542521334,0.0,0.0,0.0013089019938443596,11.614723048996247,-0.05546835696998429,-0.055712678548978996,0.10976890399259456,0.10944397917928848,188
64,Stage1-Basic,6.963367373385328,0.693873091263974,6.269494264683825,0.0,0.0,0.7025190579130295,0.0,0.0,0.0008881578564216127,9.788384854108248,-0.048686666899618314,-0.048958628116413314,0.10832244288572605,0.10798911960359583,188
65,Stage1-Basic,6.9902020971825785,0.6939056369852512,6.296296472245074,0.0,0.0,0.7050697825690533,0.0,0.0,0.0011417852623166486,10.466440379793552,-0.040486236999524715,-0.040742325418173,0.10734222651003524,0.10704747599331622,188
66,Stage1-Basic,6.953080096143357,0.6938749323499963,6.259205151111521,0.0,0.0,0.706968940001853,0.0,0.0,0.0013305173838586036,11.903976653098704,-0.03604894968126207,-0.03626611150375151,0.1062215286049437,0.10588874406319984,188
67,Stage1-Basic,6.920512564638828,0.6938482250304933,6.226664330096955,0.0,0.0,0.7066907768553876,0.0,0.0,0.001302855149991414,11.892848547910859,-0.041159259905899935,-0.041373156424750514,0.10782398117032457,0.10749537616651109,188
68,Stage1-Basic,6.927052048926658,0.6938710012968551,6.233181055555952,0.0,0.0,0.7062059028985652,0.0,0.0,0.0012562031932905852,11.656756040783948,-0.03184185188481624,-0.03208776632264415,0.10633596714506759,0.10598178053314382,188
69,Stage1-Basic,6.8841624767222305,0.6938816822589712,6.190280774806408,0.0,0.0,0.7051651335143029,0.0,0.0,0.0011562968645987294,10.809439910419226,-0.029603366844078646,-0.02988850234195273,0.105877377608038,0.10558723246163511,188
70,Stage1-Basic,6.845006283293379,0.6938270805998051,6.151179217277689,0.0,0.0,0.7050611684296993,0.0,0.0,0.0011450806754742479,10.89962462830865,-0.02085791724644839,-0.021144937326329105,0.10312129073637596,0.10284004166246728,188
71,Stage1-Basic,6.814132999866567,0.6938154275747056,6.120317563097528,0.0,0.0,0.7056948130435132,0.0,0.0,0.0012048290723311204,10.62959796793188,-0.022934122094042362,-0.02313668950723405,0.10310453552990517,0.1027637585759797,188
72,Stage1-Basic,6.826367588753396,0.6938717844004326,6.132495824326861,0.0,0.0,0.7036467698660303,0.0,0.0,0.0010049726346203008,10.045586532280142,-0.02324902127432498,-0.02355875829086104,0.10334383739911496,0.10305141071055798,188
73,Stage1-Basic,6.800539194269383,0.6938957445164944,6.106643456093808,0.0,0.0,0.7062586197193633,0.0,0.0,0.0012645512221771493,11.632467153650657,-0.02748245694748859,-0.027738426122170416,0.10230220802762408,0.1020283025312931,188
74,Stage1-Basic,6.79969834266825,0.6938578435715209,6.105840505437648,0.0,0.0,0.705148124314369,0.0,0.0,0.001152566337313669,10.536490141819673,-0.030353669385534732,-0.0305934132800061,0.10084433017417471,0.10056193101596325,188
75,Stage1-Basic,6.75729922538108,0.6938357889018161,6.063463424114471,0.0,0.0,0.7039754374864253,0.0,0.0,0.0010374407924865273,10.072861992549727,-0.047471227000487295,-0.047732738089410864,0.10308876193742803,0.10282081991751144,188
76,Stage1-Basic,6.7597113467277365,0.6938647012761299,6.06584663340386,0.0,0.0,0.7049121238449787,0.0,0.0,0.0011309915561991573,10.999071054200908,-0.031100968463703037,-0.03137279236243364,0.1020309642115806,0.10166094876191717,188
77,Stage1-Basic,6.748530821597322,0.6938242519155462,6.054706573486328,0.0,0.0,0.7044591871981926,0.0,0.0,0.0010872149516526794,10.48005756141543,-0.03459524773581429,-0.03486575531907023,0.10018589494234705,0.09984531467582317,188
78,Stage1-Basic,6.761542043787368,0.6938310839394306,6.0677109525558794,0.0,0.0,0.7030012312721698,0.0,0.0,0.0009421427981346534,9.52283001104251,-0.04242699088508937,-0.04270709781694484,0.10010656484581054,0.09980558378106737,188
79,Stage1-Basic,6.691650837025744,0.6938280456877769,5.997822791972059,0.0,0.0,0.7044494614956227,0.0,0.0,0.0010844682963850457,10.27589919064438,-0.04343894323423267,-0.04367338794660061,0.10023752905111363,0.09991436416005835,188
80,Stage2-Refine,5.810117673366628,0.6938674072635934,2.9026718570830976,1.842408353343923,0.3711700510788471,0.702873429402392,0.0,0.0,0.0009321252531314732,9.509795375367236,-0.04472550029613751,-0.0450517932223057,0.1003422839765219,0.10004366807481076,188
81,Stage2-Refine,5.850295249451983,0.6938473994427539,2.9528101505117212,1.8331482289953436,0.37048946225896795,0.7029201546882061,0.0,0.0,0.0009365149892201248,9.118649975789138,-0.03144288179216946,-0.031732098662611494,0.09897048493966143,0.09859646004723742,188
82,Stage2-Refine,5.873599876748755,0.6938494596075504,2.9787534982600112,1.8305303384648992,0.37046659293961015,0.7037803178772013,0.0,0.0,0.0010214760787540457,9.729271787327162,-0.037892404200008854,-0.03816295367977681,0.09933857905103806,0.09897261358639027,188
83,Stage2-Refine,5.854731919917654,0.6938362651048823,2.963812361372278,1.827078235910294,0.3700050561034933,0.7039495177091436,0.0,0.0,0.0010405045328839829,10.12921253977542,-0.041651805595276835,-0.04195713998868744,0.09976959264183298,0.09942013389886693,188
84,Stage2-Refine,5.8431894601659575,0.693833922452115,2.956334358834206,1.823322169958277,0.3696990216031988,0.7028481836648698,0.0,0.0,0.000928733713350239,9.428064356681677,-0.036082871737543175,-0.03636121404595039,0.09951018300303753,0.09915927805482073,188
85,Stage2-Refine,5.82505646157772,0.6938518444274334,2.942415529109062,1.8194209070915872,0.36936818063259125,0.703210194060143,0.0,0.0,0.0009666230179623488,9.018501941528486,-0.037206195179680164,-0.03751765379429537,0.0984687385882469,0.09812473200578639,188
86,Stage2-Refine,5.814403064707492,0.6937795198978262,2.9346411126725216,1.8167180114604058,0.3692644103727442,0.7036536037921906,0.0,0.0,0.0010119517066626978,9.676617639037797,-0.03757912708703983,-0.03786388479861768,0.09731412920704548,0.09697913180323357,188
87,Stage2-Refine,5.814981833417365,0.6938065160462197,2.9362988408575665,1.8158425733130028,0.36903390732217345,0.703992543385384,0.0,0.0,0.001046405124551266,10.007553824098512,-0.03544212344840684,-0.03576224738548688,0.09794561858189867,0.09759527345762607,188
88,Stage2-Refine,5.789490357358405,0.6938032324009753,2.9164784081438753,1.8111196058861754,0.3680891175853445,0.7020112675555209,0.0,0.0,0.000847855898069959,9.040991680269922,-0.04505836228998576,-0.045355142428579326,0.09745892125399823,0.09706787875992187,188
89,Stage2-Refine,5.7705455333628555,0.6938098225187748,2.8986853449902634,1.809857315205513,0.36819303955169436,0.704420250781039,0.0,0.0,0.0010898782909746242,10.34249783684796,-0.05222145140052159,-0.052536507315458135,0.09909864851927504,0.09874358044025745,188
90,Stage2-Refine,5.7631516608786075,0.6938127558282081,2.8949119423298124,1.8066980312479304,0.36772893892323716,0.7035626880031951,0.0,0.0,0.0010030732911663438,10.11938876113371,-0.055826415991450246,-0.05613805591425997,0.09875495066034033,0.09839157954333945,188
91,Stage2-Refine,5.770237727368132,0.6937927052061609,2.903493883761954,1.8053878609170304,0.36756329159153267,0.7024634046123382,0.0,0.0,0.0008936726450322548,9.085650012528362,-0.060742539759883855,-0.06105118942387561,0.09911741752256738,0.09874750768884699,188
92,Stage2-Refine,5.751173463273556,0.693812037402011,2.886142171443777,1.8037390423581956,0.36748020905763545,0.7033605588243362,0.0,0.0,0.0009834623999384038,9.511638100200676,-0.057961664271560756,-0.058268070220947266,0.09809966508219851,0.09768542508654138,188
93,Stage2-Refine,5.747074363079477,0.6937857606309525,2.8825549977890987,1.8035072690628944,0.3672263424130196,0.7022956679476068,0.0,0.0,0.000878744910899494,9.247425578744535,-0.04972272444556051,-0.050031241450577656,0.09625284663064683,0.0958864430480815,188
94,Stage2-Refine,5.738257382778412,0.693760447996728,2.876079679803645,1.801327850590361,0.367089385523441,0.7025204376971468,0.0,0.0,0.0009012359073591491,8.921250727672492,-0.0495177650071205,-0.04982900138984018,0.09539597624159873,0.09502798017669231,188
95,Stage2-Refine,5.725358831121566,0.6937964197168959,2.864100659147222,1.8005194220137088,0.36694233293863054,0.7023577116271282,0.0,0.0,0.0008852438722510186,9.346002282441345,-0.04078298460375121,-0.04109412728947528,0.09479505691598071,0.09443472468472541,188
96,Stage2-Refine,5.73092478640536,0.6937982420972053,2.872305864983417,1.79848649780801,0.3663341964178897,0.7015032105623408,0.0,0.0,0.0007995101587437873,8.825017984698944,-0.03279190360967248,-0.03308751575458062,0.09331209787187424,0.09294451872243527,188
97,Stage2-Refine,5.725829324823745,0.6937842416636487,2.8692242794848504,1.7965283368496185,0.3662924804586045,0.7040452389641011,0.0,0.0,0.001056265933816866,10.138054620821285,-0.04189368025052975,-0.04222459856487632,0.0942204662777008,0.09386604501211897,188
98,Stage2-Refine,5.71640518371095,0.6937906948175836,2.8593385815620422,1.7969290747287425,0.3663468246764325,0.7017627688164406,0.0,0.0,0.0008293229861629562,8.941904476742017,-0.04288286703113625,-0.04324179254670409,0.09459566523103004,0.0942600501027513,188
99,Stage2-Refine,5.686739761778649,0.6937756909334913,2.8332286160042943,1.7938613853556045,0.3658740821670979,0.7020328577528608,0.0,0.0,0.0008556547639253698,9.167100443464841,-0.04671539380116031,-0.04706547718415869,0.09471308689643727,0.09443542345407162,188
100,Stage2-Refine,5.6687665264657205,0.6937951099999408,2.8189019433995512,1.79101677017009,0.3650527349970442,0.7012984524381921,0.0,0.0,0.0007824916631162,8.701326175642418,-0.041546789728640086,-0.041898548382611825,0.09470182669131046,0.09440517056971154,188
101,Stage2-Refine,5.703618889159345,0.6937999928251226,2.849282087163722,1.794930156241072,0.36560666101410033,0.7005774118798844,0.0,0.0,0.000710302383827474,7.70622538195525,-0.04449791325741705,-0.044840642107412856,0.0936166608032394,0.09328111605916886,188
102,Stage2-Refine,5.676959311708491,0.6937945662660802,2.8284186657438886,1.7898032982298668,0.3649427960527704,0.7020880151936348,0.0,0.0,0.0008613652439151415,8.827678663908102,-0.04131878479978347,-0.0416666600243882,0.09064818114200805,0.0902738952018479,188
103,Stage2-Refine,5.661123364529711,0.6937876721011832,2.81441892842029,1.7879965958443094,0.3649201833821358,0.7022321817088635,0.0,0.0,0.0008756049407778885,8.679714911819532,-0.05213097312012093,-0.0524678452329294,0.09263845434055683,0.09229932281565159,188
104,Stage2-Refine,5.663071145402625,0.6937847872997852,2.8164249937585057,1.7878738216897274,0.3649875450324505,0.7003259582722441,0.0,0.0,0.0006882964470354095,7.424129215228998,-0.04665130391305788,-0.04703356820763029,0.09334639281510039,0.09298104658088785,188
105,Stage2-Refine,5.646188543197956,0.693761835389949,2.8018788352925728,1.7859318471969443,0.3646160433901117,0.7026360573920798,0.0,0.0,0.0009163945850308123,9.01779415784045,-0.04932870253291417,-0.0496644135837027,0.09299943790315314,0.09265995168305458,188
106,Stage2-Refine,5.681684136390686,0.6937948585824764,2.833663020996337,1.7889810832256967,0.3652451658185492,0.7031543245340915,0.0,0.0,0.0009697065402662625,8.9354381493426,-0.054486822995773336,-0.05486163435543471,0.09238392899328089,0.09203312399381018,188
107,Stage2-Refine,5.639995491251033,0.6938050132482609,2.799191216205029,1.7826623124011018,0.36433694543356593,0.7019627227428111,0.0,0.0,0.0008517345361318067,8.645672799517852,-0.05549422802126154,-0.055892006484197176,0.09213606533693507,0.0917691678363592,188
108,Stage2-Refine,5.645505529768924,0.6937854841668555,2.8039048238003508,1.7836403637490374,0.36417487295384104,0.7026541093562512,0.0,0.0,0.0009220017090461005,8.827909724139115,-0.05093265452640171,-0.051319026794443105,0.09097138273113585,0.09055983310842768,188
109,Stage2-Refine,5.629173940800606,0.6937919005434564,2.790687694194469,1.7809564223948946,0.36373792255812504,0.7013282801242585,0.0,0.0,0.0007904820982304878,8.61642776617032,-0.05601747356171898,-0.056421823228679675,0.09117281956082963,0.09079157731475983,188
110,Stage2-Refine,5.644271008511807,0.6937711083508552,2.8049938488513866,1.7816052157828148,0.36390084266028505,0.699946476423994,0.0,0.0,0.0006543053369627005,7.3810187174898685,-0.060493112830296555,-0.060919455520095346,0.09069846530861043,0.09035050389455988,188
111,Stage2-Refine,5.611705488346993,0.6937567778724305,2.774531624418624,1.7798938744879784,0.36352320697079316,0.7006005048751831,0.0,0.0,0.0007175827775697937,8.049546313828731,-0.0752222949757855,-0.07559418989385062,0.09103806673529301,0.09066381923695828,188
